celltype	n_cell	n_ctrl	assoc_mcp	assoc_mcz	hetero_mcp	hetero_mcz	n_fdr_0.05	n_fdr_0.1	n_fdr_0.2	trait	setting	q	discovery	mix_q	mix_discovery
ependymal cell	55.0	1000.0	0.13986014	1.0917503	0.36663336	0.23558275	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.5874126	False	0.5945405837837838	False
epidermal cell	492.0	1000.0	0.16483517	0.9539352	0.16383617	0.9433043	0.0	0.0	1.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6102987999999999	False	0.41830511489361705	False
epithelial cell	426.0	1000.0	0.66033965	-0.48474225	0.20479521	0.8390975	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.4500762315789474	False
epithelial cell of large intestine	1704.0	1000.0	0.16683316	0.9558313	0.92007995	-1.2951075	3.0	6.0	11.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6102987999999999	False	0.9600743793103448	False
epithelial cell of proximal tubule	393.0	1000.0	0.8521479	-1.020328	0.42057943	0.12387904	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.630869145	False
epithelial cell of thymus	165.0	1000.0	0.14685315	0.92149556	0.88011986	-1.1887109	0.0	0.0	2.0	UKB_460K.cov_EDU_YEARS	scDRS	0.5874126	False	0.942066796460177	False
fenestrated cell	268.0	1000.0	0.76523477	-0.77662635	0.6953047	-0.50470865	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.8333413980582525	False
fibroblast	1330.0	1000.0	0.3136863	0.43802318	0.16083916	1.010658	1.0	2.0	3.0	UKB_460K.cov_EDU_YEARS	scDRS	0.7238914615384614	False	0.41830511489361705	False
fibroblast of cardiac tissue	3926.0	1000.0	0.2997003	0.49795642	0.07692308	1.5652629	0.0	0.0	10.0	UKB_460K.cov_EDU_YEARS	scDRS	0.7051771764705882	False	0.32967034285714286	False
fibroblast of lung	483.0	1000.0	0.55344653	-0.14951685	0.07992008	1.4754016	0.0	0.0	1.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.33070377931034484	False
fibrocyte	44.0	1000.0	0.94905096	-1.5311365	0.32867134	0.54488224	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.5685742628571429	False
granulocyte	2966.0	1000.0	0.28771228	0.4729473	0.04895105	2.1579368	0.0	1.0	9.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6953046719999999	False	0.3091645263157895	False
granulocyte monocyte progenitor cell	250.0	1000.0	0.7112887	-0.5883964	0.34865135	0.31937492	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.5810855833333334	False
granulocytopoietic cell	483.0	1000.0	0.2117882	0.7643855	0.2977023	0.41115347	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6858257860465117	False	0.5685742628571429	False
hematopoietic stem cell	3306.0	1000.0	0.6093906	-0.31347996	0.53746253	-0.26786873	0.0	0.0	2.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.7166167066666667	False
hepatocyte	1162.0	1000.0	0.8431568	-0.99270624	0.3146853	0.3265144	0.0	0.0	1.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.5685742628571429	False
immature B cell	589.0	1000.0	0.14585415	1.0470409	0.3836164	0.26629546	0.0	1.0	3.0	UKB_460K.cov_EDU_YEARS	scDRS	0.5874126	False	0.5978437402597403	False
intermediate monocyte	12.0	1000.0	0.63836163	-0.3495907	0.7122877	-0.53872037	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.8333413980582525	False
interneuron	240.0	1000.0	0.000999001	7.543234	0.018981019	2.3133752	40.0	56.0	82.0	UKB_460K.cov_EDU_YEARS	scDRS	0.01712573142857143	True	0.17520940615384614	False
intestinal crypt stem cell	1579.0	1000.0	0.88211787	-1.1960467	0.6973027	-0.5920957	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.8333413980582525	False
keratinocyte	1215.0	1000.0	0.6773227	-0.525586	0.11788212	1.2442007	0.0	0.0	1.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.37462539	False
keratinocyte stem cell	35.0	1000.0	0.034965035	1.965191	0.123876125	1.1618901	0.0	0.0	1.0	UKB_460K.cov_EDU_YEARS	scDRS	0.3227541692307692	False	0.37462539	False
kidney collecting duct epithelial cell	445.0	1000.0	0.76623374	-0.79703313	0.2027972	0.7845802	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.4500762315789474	False
kidney collecting duct principal cell	157.0	1000.0	0.08591408	1.4555613	0.44355646	0.063887574	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.51548448	False	0.6491070146341463	False
kidney interstitial fibroblast	16.0	1000.0	0.44655344	0.0532827	0.8451548	-0.9824973	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.89310688	False	0.933745166972477	False
kidney loop of Henle ascending limb epithelial cell	146.0	1000.0	0.27072927	0.43712583	0.76123875	-0.6702033	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6953046719999999	False	0.8711289142857143	False
large intestine goblet cell	1587.0	1000.0	0.46553448	-0.037396133	0.07492507	1.6734831	1.0	1.0	4.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9010344774193547	False	0.32967034285714286	False
late pro-B cell	411.0	1000.0	0.4065934	0.21469653	0.48351648	-0.103859074	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.8559861052631579	False	0.6724310344827586	False
leukocyte	158.0	1000.0	0.966034	-1.5319749	0.47352648	0.11065363	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.6685079717647059	False
luminal epithelial cell of mammary gland	768.0	1000.0	0.8131868	-0.8808407	0.32967034	0.1822445	0.0	0.0	1.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.5685742628571429	False
lung macrophage	9.0	1000.0	0.7622378	-0.72800857	0.31668332	0.6038798	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.5685742628571429	False
lung neuroendocrine cell	4.0	1000.0	0.17782217	0.87619686	0.22277722	1.380116	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6276076588235294	False	0.46091838620689657	False
lymphocyte	10.0	1000.0	0.85614383	-1.0436239	0.9280719	-1.7032976	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.9600743793103448	False
lymphoid progenitor cell	13.0	1000.0	0.24575424	0.6732041	0.4875125	-0.038247578	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6858257860465117	False	0.6724310344827586	False
macrophage	2447.0	1000.0	0.35064936	0.2980488	0.018981019	2.4080062	1.0	1.0	6.0	UKB_460K.cov_EDU_YEARS	scDRS	0.793923079245283	False	0.17520940615384614	False
mature NK T cell	199.0	1000.0	0.985015	-1.7472177	0.027972028	1.8780609	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9932924369747899	False	0.21728272499999998	False
mature alpha-beta T cell	330.0	1000.0	0.9100899	-1.2749623	0.44255745	0.17725797	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.6491070146341463	False
medium spiny neuron	103.0	1000.0	0.000999001	9.199509	0.116883114	1.2498193	103.0	103.0	103.0	UKB_460K.cov_EDU_YEARS	scDRS	0.01712573142857143	True	0.37462539	False
megakaryocyte-erythroid progenitor cell	80.0	1000.0	0.78121877	-0.7844212	1.0	-3.668075	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	1.0	False
mesangial cell	93.0	1000.0	0.23776224	0.62211317	0.5764236	-0.13351534	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6858257860465117	False	0.7601190329670331	False
mesenchymal stem cell	1429.0	1000.0	0.28971028	0.47059307	0.045954045	1.7788942	0.0	0.0	4.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6953046719999999	False	0.3091645263157895	False
mesenchymal stem cell of adipose	4733.0	1000.0	0.19080919	0.87472004	0.101898104	1.2877927	2.0	4.0	19.0	UKB_460K.cov_EDU_YEARS	scDRS	0.654202937142857	False	0.3596403670588236	False
microglial cell	13268.0	1000.0	0.8831169	-1.167868	0.13386613	1.0279788	3.0	3.0	13.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.38247465714285717	False
monocyte	1281.0	1000.0	0.96503496	-1.616757	0.04795205	1.7659825	1.0	1.0	2.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.3091645263157895	False
mucus secreting cell	73.0	1000.0	0.11188811	1.1305456	0.05894106	1.5308149	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.537062928	False	0.3116883168	False
myeloid cell	2556.0	1000.0	0.85814184	-1.0621676	0.14785215	0.97697276	0.0	1.0	2.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.41261065116279066	False
myeloid dendritic cell	373.0	1000.0	0.95204794	-1.6068476	0.99000996	-2.4504633	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	1.0	False
myeloid leukocyte	209.0	1000.0	0.7862138	-0.8122434	0.16283716	0.9559493	0.0	0.0	1.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.41830511489361705	False
naive B cell	2959.0	1000.0	0.04695305	1.7574264	0.17582418	0.8463853	4.0	11.0	26.0	UKB_460K.cov_EDU_YEARS	scDRS	0.40245471428571433	False	0.4305898285714286	False
neuroepithelial cell	151.0	1000.0	0.005994006	3.3083763	0.8871129	-1.1875893	2.0	4.0	7.0	UKB_460K.cov_EDU_YEARS	scDRS	0.071928072	True	0.942066796460177	False
neuron	484.0	1000.0	0.000999001	14.06794	0.000999001	7.868113	204.0	238.0	271.0	UKB_460K.cov_EDU_YEARS	scDRS	0.01712573142857143	True	0.02997003	True
neuronal stem cell	97.0	1000.0	0.000999001	5.867181	0.12487513	1.2127588	13.0	21.0	31.0	UKB_460K.cov_EDU_YEARS	scDRS	0.01712573142857143	True	0.37462539	False
neutrophil	153.0	1000.0	0.7862138	-0.8125219	0.22977023	0.78312415	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.4673292813559322	False
non-classical monocyte	149.0	1000.0	0.42757243	0.1313613	0.6883117	-0.48460612	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.8696388406779662	False	0.8333413980582525	False
oligodendrocyte	2094.0	1000.0	0.003996004	2.886041	0.000999001	5.009222	17.0	53.0	150.0	UKB_460K.cov_EDU_YEARS	scDRS	0.05994006	True	0.02997003	True
oligodendrocyte precursor cell	312.0	1000.0	0.000999001	7.357561	0.000999001	4.9514275	155.0	185.0	219.0	UKB_460K.cov_EDU_YEARS	scDRS	0.01712573142857143	True	0.02997003	True
pancreatic A cell	521.0	1000.0	0.055944055	1.7148501	0.001998002	4.289522	0.0	1.0	5.0	UKB_460K.cov_EDU_YEARS	scDRS	0.4195804125	False	0.047952048000000004	False
pancreatic B cell	1342.0	1000.0	0.004995005	3.1703598	0.004995005	3.9965148	20.0	50.0	92.0	UKB_460K.cov_EDU_YEARS	scDRS	0.06660006666666668	True	0.0999001	True
pancreatic D cell	191.0	1000.0	0.101898104	1.3761137	0.007992008	2.5615282	0.0	0.0	2.0	UKB_460K.cov_EDU_YEARS	scDRS	0.5368544347826086	False	0.10656010666666667	False
pancreatic PP cell	71.0	1000.0	0.24275725	0.49345154	0.0969031	1.3147861	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6858257860465117	False	0.3596403670588236	False
pancreatic acinar cell	576.0	1000.0	0.3926074	0.109957375	0.016983017	2.4069288	0.0	0.0	1.0	UKB_460K.cov_EDU_YEARS	scDRS	0.8413015714285714	False	0.17520940615384614	False
pancreatic ductal cell	313.0	1000.0	0.7212787	-0.65166414	0.024975024	2.1654515	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.21407163428571427	False
pancreatic stellate cell	48.0	1000.0	0.60639364	-0.33042052	0.062937066	1.3394649	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.3116883168	False
pericyte cell	38.0	1000.0	0.09490509	1.3442688	0.33166832	0.43963027	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.5368544347826086	False	0.5685742628571429	False
plasma cell	25.0	1000.0	0.65634364	-0.43872154	0.36663336	0.38205448	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.5945405837837838	False
plasmacytoid dendritic cell	6.0	1000.0	0.27072927	0.5478395	0.007992008	0.98503107	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6953046719999999	False	0.10656010666666667	False
precursor B cell	856.0	1000.0	0.055944055	1.6630411	0.061938062	1.5566677	1.0	2.0	9.0	UKB_460K.cov_EDU_YEARS	scDRS	0.4195804125	False	0.3116883168	False
proerythroblast	107.0	1000.0	0.74925077	-0.64712095	0.27872127	0.59907854	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.5483041377049181	False
professional antigen presenting cell	130.0	1000.0	0.23176824	0.469604	0.6993007	-0.5187965	0.0	1.0	1.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6858257860465117	False	0.8333413980582525	False
promonocyte	1015.0	1000.0	0.8051948	-0.87413704	0.6273726	-0.35560304	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.8095130322580645	False
pulmonary interstitial fibroblast	50.0	1000.0	0.08591408	1.3933226	0.15584415	1.0215447	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.51548448	False	0.41830511489361705	False
regulatory T cell	47.0	1000.0	0.77922076	-0.7313678	0.11988012	1.1277918	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.37462539	False
respiratory basal cell	34.0	1000.0	0.027972028	2.079543	0.97002995	-1.8894436	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.2997003	False	0.9949025128205129	False
secretory cell	563.0	1000.0	0.8591409	-1.051148	0.67632365	-0.54413646	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.8333413980582525	False
skeletal muscle satellite cell	2725.0	1000.0	0.6203796	-0.351324	0.061938062	1.7243979	0.0	1.0	3.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.3116883168	False
smooth muscle cell	103.0	1000.0	0.23676324	0.6742546	0.34865135	0.425723	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6858257860465117	False	0.5810855833333334	False
smooth muscle cell of the pulmonary artery	111.0	1000.0	0.83016986	-0.91890746	0.41858143	0.23904683	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.630869145	False
smooth muscle cell of trachea	125.0	1000.0	0.24275725	0.5960448	0.3046953	0.5124294	0.0	1.0	1.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6858257860465117	False	0.5685742628571429	False
stromal cell	340.0	1000.0	0.25374624	0.59380805	0.008991009	2.7179115	0.0	1.0	2.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6920352000000001	False	0.107892108	False
thymocyte	1625.0	1000.0	0.5094905	-0.116070166	0.21378621	0.6987212	4.0	4.0	9.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9263463636363635	False	0.4500762315789474	False
type I pneumocyte	4.0	1000.0	0.13286713	1.1109384	0.52747256	0.104920514	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.5874126	False	0.7111989573033707	False
type II pneumocyte	167.0	1000.0	0.66333663	-0.52300227	0.86413586	-1.0247722	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.942066796460177	False
valve cell	315.0	1000.0	0.4965035	-0.078992106	0.17382617	0.9865846	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9166218461538462	False	0.4305898285714286	False
vein endothelial cell	152.0	1000.0	0.88011986	-1.0658526	0.31868133	0.5240205	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.9824074576271187	False	0.5685742628571429	False
ventricular myocyte	147.0	1000.0	0.16783217	1.0058756	0.67132866	-0.59543407	0.0	0.0	0.0	UKB_460K.cov_EDU_YEARS	scDRS	0.6102987999999999	False	0.8333413980582525	False
B cell	5629.0	1000.0	0.000999001	5.965237	0.001998002	4.522452	481.0	887.0	1577.0	PASS_Rheumatoid_Arthritis	scDRS	0.008562865714285715	True	0.026640026666666667	True
Bergmann glial cell	54.0	1000.0	0.977023	-1.8704665	0.37662336	0.37589017	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.5794205538461539	False
Brush cell of epithelium proper of large intestine	175.0	1000.0	0.2987013	0.4795686	0.37362638	0.2788212	0.0	1.0	5.0	PASS_Rheumatoid_Arthritis	scDRS	0.8534322857142858	False	0.5794205538461539	False
CD4-positive, alpha-beta T cell	1170.0	1000.0	0.000999001	9.754741	0.002997003	3.644184	441.0	601.0	769.0	PASS_Rheumatoid_Arthritis	scDRS	0.008562865714285715	True	0.027664643076923075	True
CD8-positive, alpha-beta T cell	1070.0	1000.0	0.000999001	7.3703604	0.001998002	4.0422454	313.0	488.0	652.0	PASS_Rheumatoid_Arthritis	scDRS	0.008562865714285715	True	0.026640026666666667	True
DN4 thymocyte	1756.0	1000.0	0.000999001	7.377226	0.001998002	3.9468093	501.0	795.0	1080.0	PASS_Rheumatoid_Arthritis	scDRS	0.008562865714285715	True	0.026640026666666667	True
Kupffer cell	262.0	1000.0	0.94305694	-1.3628726	0.45354646	0.039230097	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.6328555255813954	False
NK cell	877.0	1000.0	0.000999001	5.8961473	0.000999001	5.472607	139.0	223.0	342.0	PASS_Rheumatoid_Arthritis	scDRS	0.008562865714285715	True	0.023976024000000002	True
T cell	1329.0	1000.0	0.000999001	8.795497	0.000999001	5.671298	386.0	530.0	723.0	PASS_Rheumatoid_Arthritis	scDRS	0.008562865714285715	True	0.023976024000000002	True
adventitial cell	289.0	1000.0	0.94205797	-1.5659504	0.42857143	0.20959736	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.6236620428571429	False
aortic endothelial cell	467.0	1000.0	1.0	-3.2062957	0.46053946	0.13488518	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.6349694241758242	False
astrocyte	592.0	1000.0	0.7172827	-0.6421809	0.061938062	1.5660022	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.3020979168	False
atrial myocyte	403.0	1000.0	0.8071928	-0.8164501	0.3216783	0.4409169	0.0	1.0	3.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.5377955	False
basal cell	2139.0	1000.0	0.7902098	-0.84751487	0.121878125	1.1602077	0.0	0.0	1.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.32767232	False
basal cell of epidermis	4214.0	1000.0	0.8751249	-1.1313514	0.02997003	2.4657478	1.0	4.0	15.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.16892198727272728	False
basal epithelial cell of tracheobronchial tree	404.0	1000.0	0.6853147	-0.561047	0.2987013	0.46837673	0.0	0.0	3.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.5194805217391305	False
basophil	71.0	1000.0	0.002997003	4.1412354	0.11388611	1.1430595	6.0	12.0	25.0	PASS_Rheumatoid_Arthritis	scDRS	0.01998002	True	0.32767232	False
bladder cell	1012.0	1000.0	0.55544454	-0.1721516	0.00999001	3.1440156	0.0	0.0	4.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.07492507500000001	False
bladder urothelial cell	1420.0	1000.0	0.9120879	-1.2549812	0.13786213	1.021798	0.0	0.0	1.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.34465532499999996	False
brain pericyte	484.0	1000.0	0.953047	-1.5417559	0.6203796	-0.39776623	0.0	0.0	1.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.7158226153846154	False
bronchial smooth muscle cell	2117.0	1000.0	0.9030969	-1.2405384	0.987013	-1.6994452	1.0	2.0	5.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.987013	False
bulge keratinocyte	2604.0	1000.0	0.86413586	-1.0551035	0.35964036	0.15555084	0.0	2.0	7.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.575424576	False
chondrocyte	275.0	1000.0	0.46053946	-0.06130539	0.4925075	-0.05556428	0.0	0.0	1.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.6354935483870967	False
ciliated columnar cell of tracheobronchial tree	70.0	1000.0	0.73626375	-0.64087516	0.21378621	0.8224067	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.40911470476190476	False
classical monocyte	202.0	1000.0	0.15784216	1.0366966	0.37462538	0.34719622	0.0	0.0	2.0	PASS_Rheumatoid_Arthritis	scDRS	0.54117312	False	0.5794205538461539	False
club cell of bronchiole	22.0	1000.0	0.91608393	-1.1239891	0.9300699	-1.7143445	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.9378856134453781	False
dendritic cell	62.0	1000.0	0.00999001	2.8261042	0.003996004	2.3267207	2.0	5.0	14.0	PASS_Rheumatoid_Arthritis	scDRS	0.057085771428571436	True	0.03425146285714286	True
early pro-B cell	72.0	1000.0	0.08191808	1.4543319	0.9060939	-1.3718168	0.0	2.0	3.0	PASS_Rheumatoid_Arthritis	scDRS	0.3171022451612903	False	0.9313763076923076	False
endocardial cell	375.0	1000.0	0.96803194	-1.5730143	0.8091908	-0.8710143	0.0	0.0	1.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.8593176637168142	False
endothelial cell	4928.0	1000.0	1.0	-3.3359368	0.12287712	1.111401	0.0	0.0	2.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.32767232	False
endothelial cell of coronary artery	2694.0	1000.0	1.0	-3.219551	0.21478522	0.6829697	0.0	0.0	2.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.40911470476190476	False
endothelial cell of hepatic sinusoid	617.0	1000.0	0.94105893	-1.4738383	0.48151848	-0.10130758	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.6349694241758242	False
endothelial cell of lymphatic vessel	99.0	1000.0	0.989011	-2.0369818	0.5814186	-0.17988971	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.6931682376237623	False
enterocyte of epithelium of large intestine	2542.0	1000.0	0.7712288	-0.76706415	0.110889114	1.2676266	0.0	1.0	4.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.32767232	False
enteroendocrine cell	161.0	1000.0	0.8881119	-1.1296618	0.53646356	-0.16046524	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.6636662597938143	False
ependymal cell	55.0	1000.0	0.67832166	-0.49727684	0.7742258	-0.776149	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.8446099636363636	False
epidermal cell	492.0	1000.0	0.46953046	0.0074932557	0.14385614	1.0768098	0.0	0.0	1.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.35230075102040814	False
epithelial cell	426.0	1000.0	0.00999001	2.9561846	0.000999001	4.0749397	7.0	13.0	29.0	PASS_Rheumatoid_Arthritis	scDRS	0.057085771428571436	True	0.023976024000000002	True
epithelial cell of large intestine	1704.0	1000.0	0.14185815	1.0997617	0.5194805	-0.11504011	4.0	11.0	42.0	PASS_Rheumatoid_Arthritis	scDRS	0.5006758235294118	False	0.649350625	False
epithelial cell of proximal tubule	393.0	1000.0	0.77022976	-0.811383	0.08991009	1.4700103	1.0	1.0	2.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.3151134514285714	False
epithelial cell of thymus	165.0	1000.0	0.016983017	3.0512898	0.002997003	2.9350464	2.0	8.0	12.0	PASS_Rheumatoid_Arthritis	scDRS	0.09263463818181819	True	0.027664643076923075	True
fenestrated cell	268.0	1000.0	0.99000996	-2.0340643	0.02997003	1.875525	0.0	0.0	0.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.16892198727272728	False
fibroblast	1330.0	1000.0	0.6863137	-0.52948934	0.9010989	-1.1897289	0.0	1.0	4.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.9313763076923076	False
fibroblast of cardiac tissue	3926.0	1000.0	0.98301697	-2.0337775	0.43256745	0.054127723	0.0	3.0	7.0	PASS_Rheumatoid_Arthritis	scDRS	1.0	False	0.6236620428571429	False
